"For your 2nd case in your question in the question with Map, if you as a developer are sure of the result never being null, use !! sure operator as an assertion:",,[]
It wakes CPU every 10 minutes until the phone turns off.,,[]
"Depending on your connection speed and the state, it may take from a few hundred milliseconds to a few seconds before that data is available.",,[]
"This is probably not what you expected, but it explains precisely why your places list is empty when returning it.",,[]
"In Android Studio 4.0, after you use Run from Android Studio instead of starting the app from launcher, the Terminate button SOMETIMES works a bit differently and MIGHT force-stop your app making it forget your task state on your attempt",,[]
Pretty simple right? You can simplify it little more if you are using Java 8 in your project.,,[]
"Next, try to find the stack trace, which is shown in red",,[]
Use the Elvis operator with return to return early from the enclosing function:,,[]
A quick solve for this problem would be to use the places list only inside the onComplete function:,,[]
"You did not receive a file path, you received a Uri",,[]
"Google explained the reasons for deprecating it in this blog post, with these key reasons:",,[]
 We can change this sample to use the safe call operator along with the let function to solve this:,,[]
"As long as you are going to use a year of the era, AD (which is mostly the case), both, y and u will give you the same number",,[]
"The part that is ""donut hole skipping"" is the fact that a new lambda
being passed into a composable (ie Button) can recompose without
recompiling the rest of it",,[]
 Libraries like Result give you a success or failure result type that can also branch your code,,[]
"Tutorials written between 2017 and 2020 often make use of this feature, and if they haven't been updated, they probably don't even mention it by name, because it was taken for granted to be an included plugin in new projects.",,[]
"Google and JetBrains decided to deprecate Kotlin Android Extensions, meaning they no longer support it, and discourage you from using it.",,[]
"But if found entry's specification is written in the manifest of a third-party library (which's real-source you can't alter),
override the specification of said library by adding it to our root-project's manifest, for example like:",,[]
"then, where you would have previously called your method called foo, you now do this :",,[]
There is no question that the future of parsing in Kotlin will be with kotlinx.serialization,,[]
Set target SDK back to 31 (or whatever it was before changing to 30).,,[]
"You can also trigger the ""Terminate Application"" behavior from the terminal, as per https://codelabs.developers.google.com/codelabs/android-lifecycles/#6, it looks like this:",,[]
Because apparently I am calling the submitList(...) function for a reason,,[]
these solutions show how you can create a method/function to return values from async operations you've performed through the use of callbacks.,,[]
My point is that it at least needs to give a warning or call the notifyDataSetChanged() function,,[]
"For your 1st case in your question you have options depending on the intent of the code you would use one of these, and all are idiomatic but have different results:",,[]
So if you pass the same list to the adapter it does not even call the DiffUtil,,[]
Or if you do a is check for a non-nullable type:,,[]
I also searched about it and I found a solution in this Android Async API is Deprecated post.,,[]
 Think of it as an assert followed by a smart cast.,,[]
" In this case, the compiler has no visibility into what mutates the value and therefore you will get an error message:",,[]
"If you want to use the list outside, there is another approach",,[]
You might consider switching to a tutorial that teaches that instead of traditional XML view layouts,,[]
" Same for implementing Java interfaces in Kotlin, change the nullability to be what you know is valid.",,[]
"But not only Cloud Firestore loads data asynchronously, almost all of modern other web APIs do, since it may take some time to get the data",,[]
Note that break and continue can be used similarly for checks within loops.,,[]
"However, the difference occurs when you use a year of the era, BC e.g",,[]
"the year-of-era, 1 BC is specified as year, 0; the year-of-era, 2 BC is specified as year, -1 and so on",,[]
"To achieve this, first you need to create an interface like this:",,[]
"But Android doesn't work like that, you can easily end up crashing because after low memory condition happens, only the current Activity gets recreated at first, previous Activity is recreated on back navigation, and all static variables are nulled out (because the process is technically restarted).",,[]
The Elvis operator allows you to provide an alternative value when an expression to the left of the operator is null:,,[]
I had this issue and one of the libraries I used wasn't setting it correctly.,,[]
 And the Promises library for Kotlin called Kovenant does the same in the form of promises.,,[]
One thing to consider is that Jetpack Compose is becoming the default and recommended way to do UI on Android,,[]
"With other words, you cannot simply return the places list as a result of a method because it will always be empty due the asynchronous behavior of the onComplete function",,[]
"It has some creative uses as well, for example throw an exception when something is null:",,[]
"As an alternative solution, you can download an up-to-date google-services.json from the Firebase Console and add it to your app",,[]
"First, you should read all about Null Safety in Kotlin which covers the cases thoroughly.",,[]
If you want to set alarm repeating at phone boot time:,,[]
"Enabling placeholders and having a static count would also give your view a list size to bind, but since you pass COUNT_UNDEFINED, Paging is not able to pad the list with null placeholders properly since it has no idea how many to add.",,[]
"Search if there's any entry of type activity, service, receiver, or provider which does not have an exported attribute, and for each entry follow below ""Fix found entries"" section (or see once for how to set exported attribute).",,[]
"I noticed you filed a bug here: https://issuetracker.google.com/204328119, but I also wanted to update this answer for other future people reading this issue on SO.",,[]
With a recent version (1.2+) of the Kotlin plugin you also can directly do Menu > Tools > Kotlin -> Decompile Kotlin to Java.,,[]
Go to the individual manifest file of all the libraries (You can skip this step if the merged manifest is created and you can just look into the merged manifest),,[]
"In that case, just try again, launching the app from launcher",,[]
" With type inference, normally the types can be omitted for local variables and private members.",,[]
Between execution of left != null and queue.add(left) another thread could have changed the value of left to null.,,[]
"If we run this code will, the output in your logcat will be:",,[]
findViewById is probably the best option for now if you just want to complete your tutorial that was written before Kotlin Android Extensions was deprecated.,,[]
"How do you do this for Kotlin ?
(as a basic example where you only care for a single result)",,[]
Kotlin stdlib has a series of functions that work really nicely with the operators mentioned above,,[]
"For the ""Why does it work when null checked"" read the background information below on smart casts.",,[]
"The fact that the lambda are recompose
scopes are necessary for you to be able to do this,  but not
sufficient",,[]
"In Kotlin, you cannot access a nullable value without being sure it is not null (Checking for null in conditions), or asserting that it is surely not null using the !! sure operator, accessing it with a ?",,[]
"There are a few steps to get started with view binding, but once you set it up, it is a cleaner option than findViewById",,[]
"The lifecycle of the variable nullableInt is not completely visible and may be assigned from other threads, the null check cannot be smart cast into a non-nullable value",,[]
"If you've found your Exception and the line where it occurred, and still cannot figure out how to fix it, don't hesitate to ask a question on StackOverflow",,[]
"You input string, 2006-03-25T10:30:00+12:00 is already in the default format used by OffsetDateTime#parse and therefore, you do not need to use a formatter explicitly in order to parse your input date-time string.",,[]
Hibernate disables insert batching at the JDBC level transparently if you use an IDENTITY identifier generator.,,[]
"Now, the exact location is hidden in the logs,
hence search in the created my-logs.txt file,
for these keywords:",,[]
And a scope is a function that is not marked with inline and returns Unit,,[]
"If you don't know the main activity, then the package name can be used to launch the application.",,[]
"For ""us-central1"" there is no need for doing that, you can simply call the ""getInstance()"" method without passing any arguments.",,[]
"However, many of the critical Jetpack libraries for Android development use newer versions of Kotlin, making this impossible.",,[]
"In the bottom bar of the window, click on the Logcat button",,[]
Note: I've used Java to demonstrate the solution but it will also work in Kotlin.,,[]
"when overriding methods from Java where Kotlin isn't sure about the nullability of the Java code, you can always drop the ? nullability from your override if you are sure what the signature and functionality should be",,[]
" The example above uses a local variable that in no way could have mutated in the flow of the application, whether val or var this variable had no opportunity to mutate into a null",,[]
"Safe Call, or lastly giving something that is possibly null a default value using the ?: Elvis Operator.",,[]
Then you need to create a function that is actually getting the data from the database,,[]
"However, it is important to understand that, should you not be interested in creating a method/function for these:",,[]
"Try to be as concise as possible: post the stack trace, and the relevant code (e.g",,[]
"In Kotlin, most applications try to avoid null values, but it isn't always possible",,[]
"However, using findViewById can be tedious, and it is also error prone, because it won't warn you if you are searching for a view that isn't in the current layout",,[]
Which will automatically make any non text file unable to be selected.,,[]
The quick and easy way to get your view reference is to use findViewById,,[]
"First of all, we need to find the exact location and/or cause for the error,
which can be done with different approaches (see below).",,[]
a few lines up to the line which threw the Exception).,,[]
"If the correct URL of the location is in there, the SDK will read it from there when you call FirebaseDatabase.getInstance() without passing any arguments.",,[]
You have to use Uri based APIs such as ContentResolver.openInputStream() to access the contents at that Uri as Android does not grant your app direct File access to the underlying file (it could also be streamed from Google Drive or downloaded directly from the internet without your app being aware that this is happening):,,[]
"Normally, we do not use + sign to write a positive number but we always specify a negative number with a - sign",,[]
"The other issue I noticed (which would also workaround this), is that you have placeholders enabled, but aren't passing in itemsBefore or itemsAfter in LoadResult.Page",,[]
"Open application's manifest (AndroidManifest.xml) and click on ""Merged Manifest"" tab on bottom of your edit pane:
",,[]
You need to create your own callback to wait for Firestore to return you the data,,[]
You can check Vinay Gaba's What is 鈥渄onut-hole skipping鈥?in Jetpack Compose? article.,,[]
I really don't understand the whole point of this ListAdapter if it can't handle changes on the same list,,[]
The !! operator asserts that the value is not null or throws an NPE,,[]
"To get a reference to a Firebase Realtime Database other than the (default) ""us-central1"", for instance ""europe-west1"", you must pass the database URL to the getInstance() method.",,[]
The easy way to implement this is to use this attribute to your AndroidManifest.xml where you allow all http for all requests:,,[]
"For more info, please check the official documentation regarding Realtime Database locations:",,[]
"The initial response for most developers is to try and ""fix"" this asynchronous behavior, which I personally recommend against it",,[]
" In fact, you can add your own extensions to fill in any gaps in the standard library.",,[]
" There are some complicated flows where this cannot happen, but for common cases works fine.",,[]
Another case that cannot be trusted by a smart cast to not mutate is a val property on an object that has a custom getter,,[]
"If your project uses a Kotlin version less than 1.8, you can enable it by adding it to the plugins block of your app module's build.gradle file:",,[]
"In the new Logcat (Android Studio Electric Eel and above), the ""terminate process"" button is removed, and was moved into the Device Monitor tab (""Kill Process"").",,[]
"for collections as return types always return an empty collection instead of a null, unless you need a third state of ""not present""",,[]
start off by changing your method signature to something like this:,,[]
 This should be used in cases where the developer is guaranteeing that the value will never be null,,[]
"when using methods which return a nullable value for which you have a default or alternative, use the Elvis operator to provide a default value",,[]
"Then press the ""Sync project with Gradle files"" button in the toolbar to enable it.",,[]
"Another example where you want to iterate a list but only if not null and not empty, again the safe call operator comes in handy:",,[]
"(If you need to access it elsewhere in the Fragment, use requireView() instead of view.",,[]
"or in another case, when the map COULD return a null but you can provide a default value, then Map itself has a getOrElse method:",,[]
I am pretty sure people are trying to figure out what went wrong for hours until they figure out the submitList() ignores silently the call.,,[]
"But let's take an quick example, by placing a few log statements in the code, to see more clearly what I'm talking about.",,[]
"Yay! You're halfway to solving your problem.
You only need to find out what exactly made your application crash, by analyzing the stack trace.",,[]
