"The Java Collections class, java.util.Collections, contains a long list of utility methods for working with collections in Java.",[],[]
The count() method returns a long which is the count of elements in the stream after filtering etc.,[],[]
Then a Stream of strings is obtained by calling the items.stream() method.,[],[]
You can check the size of a collection using the size() method.,[],[]
"If the element was not present, the remove() method returns false.",[],[]
The reduce() method can reduce the elements of a stream to a single value.,[],[]
The Java Stream API provides a more functional programming approach to iterating and processing elements of e.g.,[],[]
The List must be sorted in ascending order before you search it using binarySearch() .,[],[]
You can also add a collection of objects to a Java Collection using the addAll().,[],[]
"containsAll() returns true if the collection contains all the elements in the parameter collection, and false if not.",[],[]
"contains() returns true if the collection contains the element, and false if not.",[],[]
In case the stream has no elements the get() method will return null.,[],[]
"If you look at the lambda expression above, you can see that it takes a single parameter item and returns a boolean - the result of the item.startsWith(""o"") method call.",[],[]
"The parameter passed to the filter() function determines what items in the stream should be processed, and which that should be excluded from the processing.",[],[]
"In case the stream contains no elements, the Optional.get() returns null.",[],[]
"Thus, the value created by the reduce() function is the accumulated value after processing the last element in the stream.",[],[]
The BinaryOperator.apply() method is the method implemented by the lambda expression above.,[],[]
The count() method simply returns the number of elements in the stream after filtering has been applied.,[],[]
The Comparator.comparing() method creates a Comparator based on the lambda expression passed to it.,[],[]
Exactly how the addAll() method behaves depends on the Collection subtype.,[],[]
"The reduce() method takes a BinaryOperator as parameter, which can easily be implemented using a lambda expression.","['collaboration: (reduce(), takes as parameter, BinaryOperator)']","['(method, collaboration, interface): (reduce(), takes as parameter, BinaryOperator)']"
Adding an element to a Collection is done via the add() method.,"['collaboration: (add(), operates on, Collection)']","['(method, collaboration, interface): (add(), operates on, Collection)']"
You obtain a stream from a collection by calling the stream() method of the given collection.,"['execution: (Collection, calls, stream())']","['(interface, execution, method): (Collection, calls, stream())']"
You provide the source and destination List instances as parameters to the copy() method.,[],[]
The Java Collections replaceAll() method can replace all occurrences of one element with another element.,[],[]
"This version of the reduce() method returns the accumulated value directly, and not an Optional.","['difference: (reduce(), returns directly instead of, Optional)']","['(method, difference, class): (reduce(), returns directly instead of, Optional)']"
Here is a java code example of calling the Collections addAll() method:,"['execution: (Collections, calls, addAll())']","['(class, execution, method): (Collections, calls, addAll())']"
"On the other hand, if you called add() on a List and the List already contained that element, the element would then exist twice in the List.","['execution: (add(), calls, List)']","['(method, execution, class): (add(), calls, List)']"
"If you had called add() with the Collection as parameter instead, the Collection object itself would have been added, not its elements.","['execution: (add(), calls with, Collection)']","['(method, execution, class): (add(), calls with, Collection)']"
I have a written a few more details about how the equals() method works in my section about the Java equals() method.,[],[]
The Predicate interface contains a function called test() which the lambda expression passed as parameter above is matched against.,"['containment: (Predicate, contains, test())']","['(interface, containment, method): (Predicate, contains, test())']"
"You can also implement the Java Comparable interface yourself, to make your own classes comparable.",[],[]
"The Java Comparable interface,java.lang.Comparable, represents an object which can be compared to other objects.",[],[]
You pass the element to replace and the element to replace it with as parameters to the replaceAll() method.,[],[]
"The add() method adds the given element to the collection, and returns true if the Collection changed as a result of calling the add() method.","['execution: (add(), calls, Collection)']","['(method, execution, interface): (add(), calls, Collection)']"
The reduce() method can be combined with the filter() method too.,"['collaboration: (reduce(), combined with, filter())']","['(method, collaboration, method): (reduce(), combined with, filter())']"
"When a class implements the Java Comparable interface, this means that instances (objects) of that class can be compared to each other, as mentioned above.",[],[]
Several of the built-in classes in Java implements the Java Comparable interface.,[],[]
"The remove() method removes the given element from the Collection and returns true if the removed element was present in the Collection, and was removed.","['collaboration: (remove(), operates on, Collection)']","['(method, collaboration, class): (remove(), operates on, Collection)']"
The Java Collection removeAll() removes all elements found the Collection passed as parameter to the method.,"['execution: (removeAll(), calls, Collection)']","['(method, execution, class): (removeAll(), calls, Collection)']"
The Java Collection interface (java.util.Collection) is one of the root interfaces of the Java Collection API.,"['implementation: (java.util.Collection, is one of the root interfaces of, Collection)']","['(interface, implementation, interface): (java.util.Collection, is one of the root interfaces of, Collection)']"
"In fact, the comparing() method takes a Function which is a functional interface suited for lambda expressions.","['collaboration: (comparing(), takes, Function)']","['(method, collaboration, interface): (comparing(), takes, Function)']"
"The int returned signal whether the object the compareTo() method is called on is larger than, equal to or smaller than the parameter object.",[],[]
Please keep in mind that the Comparable interface is intended for comparison of objects of the same class.,[],[]
The reduce() method taking a BinaryOperator as parameter returns an Optional .,"['collaboration: (reduce(), taking as parameter, BinaryOperator)', 'collaboration: (reduce(), returns, Optional)']","['(method, collaboration, class): (reduce(), taking as parameter, BinaryOperator)', '(method, collaboration, class): (reduce(), returns, Optional)']"
"When you call the filter() method on a Stream, the filter passed as parameter to the filter() method is stored internally.","['collaboration: (filter(), calls on, Stream)']","['(method, collaboration, class): (filter(), calls on, Stream)']"
The Java Collection addAll() adds all elements found in the Collection passed as parameter to the method.,"['execution: (addAll(), calls, Collection)', 'access: (addAll(), retrieves elements from, Collection)']","['(method, execution, interface): (addAll(), calls, Collection)', '(method, access, interface): (addAll(), retrieves elements from, Collection)']"
"Finally, also notice how it is now necessary to cast the parameter of the compareTo() method to Spaceship explicitly.",[],[]
In the following section I will explain how the compareTo() method works.,[],[]
"Notice how there is no type parameter specified after the ""implements Comparable"" interface in the class declaration.",[],[]
"This is similar to how you obtain an Iterator by calling the items.iterator() method, but a Stream is a different animal than an Iterator.","['difference: (Iterator, is a different animal than, Stream)', 'implementation: (Iterator, obtained by calling, items.iterator())']","['(class, difference, class): (Iterator, is a different animal than, Stream)', '(class, implementation, method): (Iterator, obtained by calling, items.iterator())']"
This way you can implement compareTo() to compare base on multiple factors.,[],[]
Here is an example of a Spaceship class which can compare itself to other Spaceship instances:,[],[]
"In the second comparison, when 99 is compared to 45 ( valB.compareTo(valA) = 99.compareTo(45) ) the result is 1 - because 99 is larger than 45.",[],[]
Since the value 45 is smaller than 99 - the first comparison ( valA.compareTo(valB) = 45.compareTo(99) ) results in the value -1 being returned.,[],[]
You can just cast to the desired class (as in the example above).,[],[]
The compare() method returns an int which signals which of the two objects was larger.,[],[]
"If the classes do not match, the Java VM will throw a ClassCastException.",[],[]
The Collections binarySearch() method can search a Java List for an element using a binary search algorithm.,"['collaboration: (Collections, employs, binarySearch())', 'collaboration: (Collections, operates with, List)', 'collaboration: (binarySearch(), searches, List)']","['(class, collaboration, method): (Collections, employs, binarySearch())', '(class, collaboration, interface): (Collections, operates with, List)', '(method, collaboration, interface): (binarySearch(), searches, List)']"
"Notice also, how the parameter type of the compareTo() object is no longer Spaceship, but Object.",[],[]
"The Java Comparator interface, java.util.Comparator, represents a component that can compare two objects so they can be sorted using sorting functionality in Java.",[],[]
"A Java Comparator implementation is pretty much always specialized to be able to compare objects of a specific type (class), so specifying a generic type in your Comparator implementation almost always makes sense.",[],[]
"This method, the compare() method, takes two objects which the Comparator implementation is intended to compare.",[],[]
Imagine you have the following Spaceship class that you would like to be able to compare instances of:,[],[]
"If the Predicate.test() method of the parameter passed to filter() returns true for an item, that means it should be processed.","['execution: (filter(), invokes, Predicate.test())']","['(method, execution, method): (filter(), invokes, Predicate.test())']"
Here is a Java example of calling the Collections copy() method:,"['execution: (Collections, calls, copy())']","['(class, execution, method): (Collections, calls, copy())']"
The Java ArrayDeque class stores its elements internally in an array.,[],[]
Here is an example of searching a List using the Collections binarySearch() method:,"['collaboration: (List, searched using, Collections)', 'execution: (List, searched using, binarySearch())', 'collaboration: (Collections, provides method, binarySearch())']","['(class, collaboration, class): (List, searched using, Collections)', '(class, execution, method): (List, searched using, binarySearch())', '(class, collaboration, method): (Collections, provides method, binarySearch())']"
"The Java Deque interface, java.util.Deque, represents a double ended queue, meaning a queue where you can add and remove elements to and from both ends of the queue.",[],[]
"Imagine if the registrationNo variable of the Spaceship class was an int instead, so getRegistrationNo() would return an int.",[],[]
The collect() method is one of the stream processing methods on the Stream interface.,"['implementation: (collect(), is a method of, Stream)']","['(method, implementation, interface): (collect(), is a method of, Stream)']"
Here is an example of sorting a Java List using Collections sort() method:,"['execution: (Collections, calls, sort())']","['(class, execution, method): (Collections, calls, sort())']"
Here is an example of finding the minimum element in a Java List using Collections min() method:,"['execution: (Collections, calls, min())']","['(class, execution, method): (Collections, calls, min())']"
"The min() and max() methods return an Optional instance which has a get() method on, which you use to obtain the value.","['dependency: (min(), returns, Optional)', 'dependency: (max(), returns, Optional)', 'dependency: (Optional, has, get())', 'dependency: (min(), uses, get())', 'dependency: (max(), uses, get())']","['(method, dependency, class): (min(), returns, Optional)', '(method, dependency, class): (max(), returns, Optional)', '(class, dependency, method): (Optional, has, get())', '(method, dependency, method): (min(), uses, get())', '(method, dependency, method): (max(), uses, get())']"
"This is different from the offer() method, which will return false if it cannot insert the element.",[],[]
Here is an example of shuffling a list with the Collections shuffle() method:,"['collaboration: (Collections, employs, shuffle())']","['(class, collaboration, method): (Collections, employs, shuffle())']"
The Java Collections copy() method can copy one List into another.,"['execution: (copy(), copies into, List)']","['(method, execution, interface): (copy(), copies into, List)']"
The Collections copy() method can copy all elements of a List into another List.,"['execution: (Collections, calls, copy())', 'collaboration: (copy(), copies elements into, List)', 'containment: (Collections, contains, List)']","['(class, execution, method): (Collections, calls, copy())', '(method, collaboration, interface): (copy(), copies elements into, List)', '(class, containment, interface): (Collections, contains, List)']"
The Collections replaceAll() method uses the equals() method of each element to determine if the element is equal to the element to replace or not.,"['execution: (Collections.replaceAll(), calls, equals())']","['(method, execution, method): (Collections.replaceAll(), calls, equals())']"
"By specifying a type parameter when implementing the Comparable interface, the compareTo() method parameter changes from Object to whatever type you have specified.","['implementation: (Comparable, implemented by, compareTo())']","['(interface, implementation, method): (Comparable, implemented by, compareTo())']"
"Second, notice how the compare() method returns the registrationNo of the first Spaceship parameter compared to the registrationNo of the second Spaceship parameter.",[],[]
"Notice too, that the compareTo() method should throw a NullPointerException if the parameter object is null.","['constraint: (compareTo(), should throw, NullPointerException)']","['(method, constraint, class): (compareTo(), should throw, NullPointerException)']"
The Collections shuffle() method can shuffle the elements of a List.,"['execution: (Collections, calls, shuffle())', 'collaboration: (shuffle(), operates on, List)']","['(class, execution, method): (Collections, calls, shuffle())', '(method, collaboration, interface): (shuffle(), operates on, List)']"
The Collections max() method can find the maximum element in a List according to the natural order of the elements (see my Java List sorting tutorial).,"['collaboration: (Collections, employs, max())', 'collaboration: (max(), operates on, List)']","['(class, collaboration, method): (Collections, employs, max())', '(method, collaboration, interface): (max(), operates on, List)']"
The Collections min() method can find the minimum element in a List according to the natural ordering of the elements (see my Java List sorting tutorial).,"['collaboration: (Collections, employs, min())', 'collaboration: (min(), operates on, List)']","['(class, collaboration, method): (Collections, employs, min())', '(method, collaboration, interface): (min(), operates on, List)']"
"Similarly, the compareTo() method should throw a ClassCastException if the input parameter is not of the same class as the class of the object compareTo() is called on.","['execution: (compareTo(), throws, ClassCastException)']","['(method, execution, class): (compareTo(), throws, ClassCastException)']"
"The Collections replaceAll() method returns true if any elements were replaced, and false if not.","['execution: (Collections, calls, replaceAll())']","['(class, execution, method): (Collections, calls, replaceAll())']"
The Java Comparable compareTo() method takes a single object as parameter and returns an int value.,"['execution: (Comparable, invokes, compareTo())']","['(interface, execution, method): (Comparable, invokes, compareTo())']"
"Setting the generic type of the Comparator implementation to Spaceship means that the parameter types of the compare() method can be set to Spaceship, and not Object as it would have been - if no generic type had been specified ( implements Comparator ).","['implementation: (Comparator, is implemented by, compare())']","['(interface, implementation, method): (Comparator, is implemented by, compare())']"
"If the element cannot be inserted into the Deque, the add() method will throw an exception.","['constraint: (add(), throws exception when cannot insert into, Deque)']","['(method, constraint, class): (add(), throws exception when cannot insert into, Deque)']"
Here is an example of how to add an element to the end of a Java Deque using the offer() method:,[],[]
The Collections reverse() method can reverse the elements in a Java List.,"['collaboration: (Collections, employs, reverse())', 'containment: (Collections, includes, List)', 'collaboration: (reverse(), operates on, List)']","['(class, collaboration, method): (Collections, employs, reverse())', '(class, containment, interface): (Collections, includes, List)', '(method, collaboration, interface): (reverse(), operates on, List)']"
When sorting e.g a Java List you can pass a Java Comparator to the sorting method.,"['collaboration: (List, passes to sorting method, Comparator)']","['(class, collaboration, interface): (List, passes to sorting method, Comparator)']"
"The Java Integer class implements the Comparable interface, so you can call compareTo() Here is an example:","['implementation: (Integer, implements, Comparable)', 'execution: (Integer, calls, compareTo())']","['(class, implementation, interface): (Integer, implements, Comparable)', '(class, execution, method): (Integer, calls, compareTo())']"
Here is an example of adding an element to the beginning of a Java Deque using the push() method:,[],[]
The unmodifiableSet() method in the Java Collections class can create an immutable (unmodifiable) Set from a normal Java Set .,"['implementation: (unmodifiableSet(), is provided by, Collections)', 'conversion: (unmodifiableSet(), creates, Set)', 'containment: (Collections, includes, Set)']","['(method, implementation, class): (unmodifiableSet(), is provided by, Collections)', '(method, conversion, interface): (unmodifiableSet(), creates, Set)', '(class, containment, interface): (Collections, includes, Set)']"
