"If you are going to create more than one random number, you should keep the Random instance and reuse it",[],[]
The Random class is used to create random numbers. (Pseudo-random that is of course.).,[],[]
"For those goals, I honestly do not understand why people keep telling you that you need the encodings",[],[]
"Note : The cast to (Suit[]) is not strictly necessary, but it does make the code 0.5 ns faster .",[],[]
"The language and framework are versioned independently, however - as is the CLR, which is at version 2.0 for .NET 2.0 through 3.5, .NET 4 introducing CLR 4.0, service packs notwithstanding",[],[]
"Whereas one approach is to implement the ICloneable interface (described here , so I won't regurgitate), here's a nice deep clone object copier I found on The Code Project a while ago and incorporated it into our code.",[],[]
"This solution is transparent about the definition of case-insensitivity, which is language dependent . For example, the English language uses the characters I and i for the upper and lower case versions of the ninth letter, whereas the Turkish language uses these characters for the eleventh and twelfth letters of its 29 letter-long alphabet",[],[]
"Thus the strings tin and TIN are the same word in English , but different words in Turkish . As I understand, one means 'spirit' and the other is an onomatopoeia word. (Turks, please correct me if I'm wrong, or suggest a better example)",[],[]
To test if the string paragraph contains the string word (thanks @QuarterMeister),[],[]
"Likewise, I think it's generally recommended to use String if you need to refer specifically to the class.",[],[]
The Turkish upper case version of 'i' is the unfamiliar character 'İ'.,[],[]
Where culture is the instance of CultureInfo describing the language that the text is written in.,[],[]
You certainly do NOT need to worry about encodings for this.,[],[]
Now imagine that someone adds another file (File2.cs) to the project that looks like this:,[],[]
What are the correct version numbers for C#? What came out when? Why can't I find any answers about C# 3.5?,[],[]
"C# 7.2 released with VS2017 v15.5 (November 2017). New features: private protected access modifier , Span<T>, aka interior pointer, aka stackonly struct , and everything else .",[],[]
"To summarise, you can only answer the question 'are these two strings the same but in different cases' if you know what language the text is in . If you don't know, you'll have to take a punt",[],[]
"Minor features: relax ordering of ref and partial modifiers, parameter null checking, lambda discard parameters, native int s, attributes on local functions, function pointers, static lambdas, extension GetEnumerator , module initializers, and extending partial.",[],[]
"C# 7.1 released with VS2017 v15.3 (August 2017). New features: async main , tuple member name inference , default expression , and pattern matching with generics .",[],[]
"Update: If you're using .NET 5 or newer, use this solution .",[],[]
"Some would argue that Math might be a bad name for a user-defined class, since there's already one in System ; the point here is just that there is a difference, and it affects the maintainability of your code.","['Difference: (Math, distinct from, System)']","['(class, Difference, namespace): (Math, distinct from, System)']"
"C# 7.3 released with VS2017 v15.7 (May 2018). New features: enum, delegate and unmanaged generic type constraints . ref reassignment","['Difference: (enum, distinct from, delegate)']","['(struct, Difference, struct): (enum, distinct from, delegate)']"
"C# 11 released with .NET 7.0 (November 2022). Major new features : file-scoped types, generic math support, auto-default structs, pattern match Span<char> on a constant string, extended nameof scope, numeric IntPtr , UTF-8 string literals, required members, ref fields and scoped ref , raw string literals, improved method group conversion to delegate, warning wave 7, generic attributes, newlines in string interpolation expressions, list patterns","['Difference: (Span<char>, distinct from, IntPtr)']","['(struct, Difference, struct): (Span<char>, distinct from, IntPtr)']"
